"Site
#",School,Date,Time,"Creek
Appearance","Weather  (past 48
hr)",Stage (m),"Discharge
(m3
s)",Other tests,"Sulfate
(mg
L)","Flow  (m
s)","Temp. (deg
C)","pH
Meter","TDS
(mg
L)","DO
(mg
L)","NO3-N
(mg
L)","P (mg
L)","Alk
(mg
L)","Turb
(JTU)","Fe
(mg
L)","WQI
value","Conductivity
(uS
cm)","pH
Test
Kit"
91,"St. Michael
School",2017-10-30,12:50:00,NA,Some rain,NA,NA,NA,,NA,9.5,7.6,.,9.5,0,0.1,68,5,.,6.05,88,.
1001,"North East
Middle School",2017-11-02,13:11:00,Muddy,"Warm, Cloudy,
Rainy Yesterday",NA,NA,NA,,NA,20,7.8,.,8,0.1,0,110.5,15,.,10.85,309,7.5
1001,"North East
Middle School",2017-11-02,14:09:00,Muddy,"Warm, Cloud, Rainy
Yesterday",NA,NA,NA,,NA,22,7.8,.,12,0.1,1.5,102,15,.,29.6,303,7.5
1001,"North East
Middle School",2017-11-03,8:00:00,muddy,"Cloudy, rainy",NA,NA,NA,,NA,22,7.8,.,4,0.3,0,68,57.5,.,23.6,130.7,7.5
90,"Beaty-Warren
Middle School",2017-11-08,9:36:00,cool and clear,Very high and turbid,NA,NA,NA,,NA,.,.,.,.,0,0,121,70,.,.,.,7.3
90,"Beaty-Warren
Middle School",2017-11-08,10:39:00,high and turbid,clear and cool,NA,NA,NA,,NA,.,7.1,.,7.5,0,.,42.5,55,.,.,.,7
15,"Conneaut Lake
Middle Schoo",2017-11-08,11:40:00,normal,"cold, clear, 29 F this
morning",NA,NA,"Iron, A = .35 mg/L, B = 1.0
mg/L",,NA,10,7.6,135,9,0.3,0.2,59.5,5,.,11.39,212,7.8
90,"Beaty-Warren
Mddle School",2017-11-08,12:12:00,high and turbid,clear and cool,NA,NA,NA,,NA,.,7.2,.,6,0.1,0,51,40,.,17.1,70,6.8
90,"Beaty-Warren
Middle School",2017-11-08,13:15:00,,NA,NA,NA,NA,,NA,.,6.9,85,8,0.1,0.1,68,35,.,18.3,128.6,6
7,"Crawford
Central School
Di",2017-11-13,0:30:00,"high, deeper than
norm","cold, some rain,
very little snow",NA,NA,NA,,NA,12.5,7.2,.,13.5,0,0,102,22.5,.,7.8,173.25,7.5
73,"Crawford
Central School
Di",2017-11-14,11:45:00,"Normal, leaves",Cold and cloudy,NA,NA,NA,,NA,13,7.8,235,14,1,0,119,0,.,12.8,338,7.5
84,"Lakeview
School District
G",2017-11-15,14:15:00,"Normal, leaves","Seasonal, light rain",NA,NA,NA,,NA,9.5,7.5,150,9,0.3,0,51,0,.,7.1,218,7.5
80,"Fort LeBoeuf
Middle School",2017-11-17,9:18:00,"Normal flow,
kinda mud",cloudy,NA,NA,NA,,NA,16,6.8,.,3,0,0,119,2.5,.,14,345.5,9.3
80,"Fort LeBoeuf
Middle School",2017-11-17,12:50:00,Normal Flow,cloudy,NA,NA,NA,,NA,10,7.7,.,.,0.2,0,7,0,.,.,311,7.8
80,"Fort LeBoeuf
Middle School",2017-11-17,13:41:00,Normal Flow,cloudy,NA,NA,NA,,NA,18,7.7,320,11.5,0.11,0.01,170,5,.,5.77,374.5,7.5
80,"Fort LeBoeuf
Middle School",2017-11-17,14:26:00,Normal Flow,cloudy,NA,NA,NA,,NA,7.9,7.9,.,13,0.07,0.03,7,10,.,7.28,.,7.8
23,"Cochranton
Jr./Sr. High Sc",2017-11-29,8:40:00,clear,"sunny, windy, so
rain",NA,NA,NA,,NA,6.5,8.2,200,16,0.5,0,51,0,.,9.8,222,8
7,"Crawford
Central School
Di",2017-12-04,12:30:00,lower than normal,"sunny, warmer",NA,NA,NA,,NA,8.5,7.1,175,9,0.1,0.1,93.5,5,.,9.9,258,7.3
73,"Crawford
Central School
Di",2017-12-05,12:00:00,"higher than
normal",rainy,NA,NA,NA,,NA,14.5,7.1,205,15.5,0.1,1.3,93.5,7.5,.,25.1,301,8
84,"Lakeview
School District
G",2017-12-06,14:00:00,"Clear, high, and
rapid","Rain followed by a
cold front",NA,NA,NA,,NA,10,8,.,9.5,0,0,.,5,.,9.5,191.5,8
1001,"North East
Middle School",2017-12-08,8:00:00,"clear, cold, and
movin","12 degrees celcius,
snow 8-10in",NA,NA,NA,,NA,17.5,7.8,170,13.5,0.1,0,93.5,0,.,3.95,247,7.5
1001,"North East
Middle School",2017-12-08,13:12:00,Clear,Snowy,NA,NA,NA,,NA,22.5,7.2,.,.,.,0,119,0,.,.,236.5,7
1001,"North East
Middle School",2017-12-08,14:07:00,Clear,Snowy,NA,NA,NA,,NA,26,6.9,.,16.5,0.1,0,85,0,.,4.53,257.5,7
91,"St. Michael
School",2017-12-11,12:30:00,N/A,"Cold, Snowy",N/A,N/A,N/A,,N/A,8,7.7,130,14,0.1,0,119,7.5,.,4.05,188.4,.
15,"Conneaut Lake
Middle Schoo",2017-12-13,13:00:00,NA,"cold, snow flurries",NA,NA,"Iron, A=.75 mg/L, B= .83
mg/L",,NA,0,7.8,155,12,0.2,0.1,17,10,.,8.75,215,7.3
64,"Titusville Middle
School",2017-12-15,8:00:00,Clear with ice,Heavy Snow,N/A,N/A,N/A,,N/A,1,.,145,11.5,0.3,0,68,5,.,.,.,7.3
15,"Conneaut Lake
Middle Schoo",2018-01-10,21:45:00,"clear, cold, snow
and","clear, now cloudy,",NA,NA,"Iron A = .64 mg/L, B = .53
mg/L",,NA,0,7.8,150,10,0.2,0.1,17,5,.,9.5,200.5,7.8
47,"Youngsville
High School",2018-01-17,8:55:00,"Icy, lower than
last v","very cold, no
precipitation",N/A,N/A,N/A,,N/A,4.7,.,.,16,0.1,0,56.7,0,.,.,.,7
84,"Lakeview
School District
G",2018-01-19,9:45:00,Clear and Icy,Cold and Sunny,NA,N/A,Relative Depth: 20cm,,N/A,10,7.2,70,14.5,.,0,0,6.3,.,.,75.1,6.5
1001,"North East
Middle School",2018-01-23,.,NA,NA,NA,NA,NA,,NA,36,7.2,.,11.5,0,0,51,27.5,.,.,139.45,6.8
1001,"North East
Middle School",2018-01-23,.,NA,NA,NA,NA,NA,,NA,36,7.4,.,15.5,0,0,51,70,.,.,137.95,6.5
80,"Fort LeBoeuf
Middle School",2018-01-24,12:00:00,NA,NA,NA,NA,NA,,NA,17.5,7.3,260,13.5,0.03,0,51,15,.,5.9,261,.
80,"Fort LeBoeuf
Middle School",2018-01-24,13:00:00,NA,NA,NA,NA,NA,,NA,16.5,7.5,265,15,0,0.05,41,5,.,11.2,284.5,7.5
80,"Fort LeBoeuf
Middle School",2018-01-24,14:00:00,NA,NA,NA,NA,NA,,NA,17.5,7.3,300,.,0.1,0.09,68,7.5,.,.,611,7.5
1001,"North East
Middle School",2018-01-25,8:00:00,"Icey, frozen, ice
wall",NA,NA,NA,NA,,NA,10.1,7.7,95,11.5,0,0,93.5,3.5,.,.,146.6,6.3
1001,"North East
Middle School",2018-01-26,8:00:00,muddy and swift,mild,NA,NA,NA,,NA,2.2,7.3,.,19.5,.,12,59.5,17.5,.,.,146.5,7
1001,"North East
Middle School",2018-01-26,13:00:00,Muddy and swift,mild,NA,NA,NA,,NA,.,7.3,.,8,.,9,85,35,.,.,143.45,7.3
1001,"North East
Middle School",2018-01-26,14:00:00,Muddy and swift,mild,NA,NA,NA,,NA,.,7,.,10,0,0.1,59.5,57.5,.,20.15,121.9,.
99,"Fort LeBoeuf
High School",2018-01-31,10:05:00,NA,NA,NA,NA,NA,,NA,8.3,8.4,145,10,.,.,59.5,5,.,.,.,7
84,"Lakeview
School District
G",2018-02-02,9:45:00,"clear, some ice","Cold front moving
into area, falling tem",NA,NA,Relative Depth: 10cm,,NA,10,7.2,100,16.5,0.1,0,51,7.5,.,3.1,154.75,7
99,"Fort LeBoeuf
High School",2018-02-02,9:45:00,"Clear, some ice","Cold front moving
into area, light snow,",NA,NA,Relative Depth- 10cm,,NA,10,7.2,100,16.5,0.5,0,51,7.5,.,7.35,154.75,7
91,"St. Michael
School",2018-02-05,13:00:00,NA,Snowy,NA,NA,NA,,NA,7.5,7.4,150,15,0.1,0,68,7.5,.,2.55,148.2,7
20,"Fort LeBoeuf
Middle School",2018-02-09,9:30:00,"Some shoreline
ice, fl",cold and snowy,NA,NA,NA,,NA,12,7.3,.,11,0.4,.,146,5,.,.,262,7.5
20,"Fort LeBoeuf
Middle School",2018-02-09,10:22:00,"Snowy, Ice
around shor",Snowy and cold,NA,NA,NA,,NA,13,7.1,240,12.5,0.6,.,85,5,.,.,.,8.3
84,"Lakeview
School District (",2018-02-11,2:15:00,Clear,"Snow, light
parcipitation, cold
front mo",N/A,N/A,Relative Depth= Normal,,N/A,8,8.4,90,10.5,0.1,0,68,10,.,.,144.25,7.3
15,"Conneaut Lake
Middle Schoo",2018-02-14,13:18:00,Normal,"clear, cool, 43 F",NA,NA,"Iron A =.15 mg/L, B = .10
mg/L",,NA,7.5,8,90,15.5,0,0.1,25.5,1.3,.,4.95,142.85,7.3
73,"Crawford
Central School
Di",2018-02-15,12:00:00,"Water flowing
quickly,","Warmer, cloudy
today, drizzle",NA,NA,"relative depth = a little
higher than usual",,NA,10,7.3,170,14.5,.,0,119,5,.,.,241,7
1001,"North East
Middle School",2018-02-22,9:30:00,Quick flowing,"Snow/Freezing rain
in the morning;
Warm",NA,NA,NA,,NA,12,6.8,95,13,0.1,0,85,7.5,.,9.85,141.75,7.5
1001,"North East
Middle School",2018-02-22,10:45:00,NA,NA,NA,NA,NA,,NA,14,6.9,95,9,0,0,119,0,.,9.15,.,7.8
1001,"North East
Middle School",2018-02-22,11:52:00,NA,NA,NA,NA,NA,,NA,16,6.9,90,12,0.1,0,51,10,.,9.1,136.35,6.8
23,"Cochranton
Jr./Sr. High Sc",2018-02-26,8:50:00,"higher than usual
and",Rainy,NA,NA,NA,,NA,5,7.5,110,12,0.3,0,42.5,0,.,4.6,129.9,7.3
99,"Fort LeBoeuf
High School",2018-02-28,9:11:00,"Normal, slow
moving","dry, warmer than
normal for February",NA,NA,NA,,NA,11,8.7,80,10,0,0.1,93.5,7.5,.,14.75,191.75,7
91,"St. Michael
School",2018-03-05,13:45:00,NA,NA,NA,NA,,,NA,9.5,7.8,205,13,0.1,0,161.5,5,.,4.4,297.5,7
75,"West End
Elementary",2018-03-08,12:00:00,"Flowing quickly,
very","cold, cloudy, snowy",NA,NA,NA,,NA,12.5,7.5,135,18,0.1,0,102,25,.,4.1,196.5,7.3
15,"Conneaut Lake
Middle Schoo",2018-03-14,11:35:00,"clear, algae","25 F, 12 F windchill,
snow, powdery
snow",NA,NA,"iron A>1.0 mg/L, B = .23
mg/L",,NA,2,7.1,65,18,0.3,0,.,5,.,4.85,124.3,.
1001,"North East
Middle School",2018-03-15,8:00:00,swift,"cold, snow",NA,NA,NA,,NA,2.2,7.6,.,12.5,0.2,0,85,0,.,3.4,110,7.8
1001,"North East
MIddle School",2018-03-15,8:00:00,"swift, clear","cold, snow",NA,NA,NA,,NA,2.2,7.8,.,13,0.1,0.1,85,0,.,5.02,255.5,6.5
1001,"North East
Middle School",2018-03-15,10:00:00,"Snowy, Ice, Fast
Movin","Snow and Freezing
Conditions",NA,NA,NA,,NA,17.5,7.8,175,16.5,0.1,0,85,0,.,1.74,262.5,7.5
1001,"North East
Middle School",2018-03-16,.,"icy, fast moving",snowy,NA,NA,NA,,NA,24,7.6,.,9.5,0.2,0.1,85,2,.,8.29,261,7.5
1001,"North East
Middle School",2018-03-16,1:40:00,fast moving,icy and snowy,NA,NA,NA,,NA,22.5,7.7,212,9,0.2,.,.,7.5,.,.,170,7.5
1001,"North East
Middle School",2018-03-16,10:30:00,"icy, snowy, fast
movin",cold and snowy,NA,NA,NA,,NA,22,7.5,170,12,0.3,5,204,5,.,80.5,251.5,7.3
84,"Lakeview
School District
G",2018-03-23,9:00:00,"Clear, some ice
on cre","colder than usual,
clear",NA,NA,Relative Depth: 10cm,,NA,8.5,7.2,90,.,0.5,0,.,2.5,.,.,140.05,7
99,"Fort LeBoeuf
High School",2018-03-28,9:00:00,"Very flooded, dark
in",Rain,NA,NA,NA,,NA,12,8.5,95,10,0.1,0,68,15,.,14.55,145.55,7
91,"St. Michael
School",2018-04-09,14:00:00,NA,NA,NA,NA,NA,,NA,13.7,7.5,185,14,0.1,0,102,0,.,1.65,274,7.3
84,"Lakeview
School District
G",2018-04-13,9:30:00,clear,"rainy, cool, then
warming and windy",NA,NA,NA,,NA,16.5,7.3,73.5,11,0.3,0,85,7.5,.,8.3,90,7
15,"Conneaut Lake
Middle Schoo",2018-04-19,9:35:00,"clear, slightly
yellow","32 degrees F air
temp, wind chill 21,
ai",NA,NA,"Iron A = .04 mg/L, B = .07
mg/L",,0.61,10,7.3,50,13,0,0,42.5,0,.,2.8,112.05,7.5
7,"Crawford
Central School
Di",2018-04-19,12:00:00,"moving fast, little
cl","all the weather!
snow, rain, sleet,
cold",NA,NA,"Relative Depth = slightly
higher than normal",,NA,13,.,135,13,0.1,0,161.5,10,.,.,199.85,7
99,"Fort LeBoeuf
High School",2018-04-25,9:00:00,"Quickly flowing,
lower","Rain, Warmer
Conditions",NA,NA,NA,,NA,15,8.2,155,10,0,0,110.5,10,.,10.4,252,7.5
1001,"North East
Middle School",2018-04-26,8:00:00,swift and clear,rainy to sun,NA,NA,NA,,NA,6,7.7,.,10.5,0,0,102,10,.,6.25,186.5,7.8
1001,"North East
Middle School",2018-04-26,8:00:00,"swift, clear",rainy yesterday,NA,NA,NA,,NA,6,7.9,.,12.5,0,0.1,59.5,0,.,5.27,.,7.5
1001,"North East
Middle School",2018-04-26,10:00:00,"Moving quickly,
looked","Some Rain, warmer
conditions",NA,NA,NA,,NA,6,7.7,130,9,0,0,93.5,1,.,5.48,189.25,7.8
1001,"North East
Middle School",2018-04-27,8:00:00,swift and clear,rainy to sunny,NA,NA,NA,,NA,6,6.8,160,10,0,18,68,0,.,278.6,229.5,6.3
1001,"North East
Middle School",2018-04-27,8:00:00,"swift,clear","rainy to sun but cool
to cold",NA,NA,NA,,NA,6,7,155,10,0,0,2.5,2.5,.,7.5,304,6.8
1001,"North East
Middle School",2018-04-27,8:00:00,"swift moving,
somewhat",rain into sun,NA,NA,NA,,NA,6,7.6,200,10,0,0.3,68,2.5,.,8.8,190.5,7.5
80,"Fort LeBoeuf
Middle School",2018-05-03,8:00:00,"lower than usual,
clea",light rain,NA,NA,NA,,NA,21.5,7.6,265,8,0.05,0.13,.,7.25,.,8.75,258,7.3
80,"Fort LeBoeuf
Middle School",2018-05-03,8:00:00,Lower than usual,"Cloudy, light rain",NA,NA,NA,,NA,20,7.2,.,8.5,0.18,0,.,12.5,.,10.75,.,7.5
23,"Cochranton
Jr./Sr. High Sc",2018-05-04,8:10:00,NA,"light rain last 10
hours",NA,NA,NA,,NA,15,7.6,180,10.5,0.2,0,68,0,.,4.55,202,7.8
15,"Conneaut Lake
Middle Schoo",2018-05-14,13:20:00,clear,"partly cloudy,",NA,NA,"Iron = A >1.0 mg/L,
B>1.0mg/L",,NA,17,7.3,40,8.5,.,0,17,.,.,.,92.9,7.3
91,East Elementary,2018-05-15,10:13:00,"Very high, moving
rapi",Rain,NA,NA,NA,,NA,21,7.3,.,10,0.1,0,85,25,.,11,143.55,7.3
91,East Elementary,2018-05-15,11:07:00,"Water level is high
wi",Heavy rain,NA,NA,NA,,NA,26.5,.,110,8.5,.,0,93.5,20,.,.,165.2,7.5
90,"Beaty-Warren
Middle School",2018-05-18,9:45:00,High Water/Turbid,"rain Thursday
morning",NA,NA,NA,,NA,16,7.5,.,9.5,0.1,0,.,12.5,.,.,.,.
90,"Beaty-Warren
Middle School",2018-05-18,10:45:00,Cloudy and High,"rain Thursday
morning",NA,NA,NA,,NA,17.5,7.8,.,.,0,0.8,93.5,5,.,.,160,.
90,"Beaty-Warren
Middle School",2018-05-18,12:15:00,"Cant see the
bottom, m","rain Thursday
morning",NA,NA,NA,,NA,19,7.8,.,7,0,0.1,59.5,15,.,10.85,.,.
90,"Beaty-Warren
Middle School",2018-05-18,13:35:00,High and muddy,"rain Thursday
morning",NA,NA,NA,,NA,23,6.9,.,6,0,0.1,110.5,.,.,.,.,7.8
99,"Fort LeBoeuf
High School",2018-05-23,9:30:00,"low, muddy","rain, storms",NA,NA,NA,,NA,20,8.3,210,9,0,0.1,76.5,10,.,13.29,279,7.3
82,"Grove City
Middle School",2018-05-23,12:00:00,"Very high and
moving q","Severe rain and
thunderstorms",NA,NA,NA,,NA,20,8.4,145,9.5,.,.,85,20,.,.,.,.
1001,"North East
Middle School",2018-05-24,10:00:00,clear,NA,NA,NA,NA,,NA,20.5,8.2,170,10.5,0,0,127.5,0,.,8.1,256,7.5
1001,"North East
Middle School",2018-05-24,12:20:00,clear,NA,NA,NA,NA,,NA,22.8,7.8,255,10.5,0,0,144.5,0,.,5.3,170,7.5
1001,"North East
Middle School",2018-05-24,13:20:00,clear,NA,NA,NA,NA,,NA,22,7.7,185,8.5,0,0,93.5,0,.,5.65,272,7.5
1001,"North East
Middle School",2018-05-25,10:00:00,clear,NA,NA,NA,NA,,NA,22,7.6,190,9,0.5,0,93.5,0,.,9.75,275,7.5
82,"Grove City
Middle School",2018-09-19,12:03:00,"clear, moving
quickly,","rained all day
Monday, clear the
day bef",N/A,N/A,N/A,,N/A,21,.,185,8.5,.,.,68,5,.,.,.,6
79,"Conneaut Area
Senior High",2018-09-25,13:40:00,"low flow, slightly
tur",sunny & dry,N/A,N/A,N/A,,N/A,15.7,7.8,275,9,0.1,0.02,124.5,5,.,7.97,.,.
84,"Lakeview
School District (",2018-09-28,8:00:00,"clear, rapid flow,
sli","cold front moving,
rain, cloudy",N/A,N/A,Relative Depth = 20 cm,,N/A,16,7.3,120,10.5,.,0,59.5,5,.,.,173.15,7.3
47,"Youngsville
High School",2018-10-02,8:53:00,"Clear, normal
stage","light rain, cloudy and
cool",N/A,N/A,,,N/A,18,6.7,.,8,.,.,.,5,.,.,.,7.5
47,"Youngsville
High School",2018-10-02,9:46:00,"Normal, clear","slight rain, cloudy
and cool",N/A,N/A,,,N/A,21,7.8,.,9,.,.,.,5,.,.,.,8
1001,"North East
Middle School",2018-10-03,8:00:00,Rain,N/A,N/A,N/A,N/A,,N/A,20,7.8,.,7.5,0,0.1,.,5,.,10.15,169.95,7.8
1001,"North East
Middle School",2018-10-03,12:55:00,cloudy,"cool and rainy with
wind",N/A,N/A,N/A,,N/A,16,7.6,120,9.5,0,0.1,85,10,.,6.73,171.85,7.5
1001,"North East
Middle School",2018-10-03,12:55:00,"fast moving, a bit
clo","stormy with rain and
thunder",N/A,N/A,N/A,,N/A,22,7.8,120,9.5,.,0,119,10,.,.,174.5,.
47,"Youngsville
High School",2018-10-12,12:30:00,Very fast and high,Rainy,N/A,N/A,N/A,,N/A,12.5,.,.,4,.,.,.,10,.,.,.,7.5
77,"Conneaut Area
Senior High",2018-10-16,13:43:00,"very turbid ,
choppy,","windy, dry, sunny",N/A,N/A,N/A,,N/A,12.8,8.4,115,8.5,0.14,0.02,76.5,35,.,19.9,.,.
90,"Beaty-Warren
Middle School",2018-10-16,14:24:00,"Higher than
normal and","Rainy and Wet,
Temperatures in the
50's",N/A,N/A,N/A,,N/A,10.3,.,.,4.5,0,0,102,10,.,14.85,.,6.8
80,"Fort LeBoeuf
MIddle School",2018-10-19,8:30:00,Clear,Clear,N/A,N/A,N/A,,N/A,10.5,7.5,.,11.5,0.08,0.33,.,0,.,7.7,331,7.8
80,"Fort LeBoeuf
MIddle School",2018-10-19,9:30:00,Clear,Clear,N/A,N/A,N/A,,N/A,16.5,.,.,8,0.02,0.14,.,2.5,.,7.2,269,7.5
80,"Fort LeBoeuf
MIddle School",2018-10-19,9:40:00,Clear,Clear,N/A,N/A,N/A,,N/A,23,.,.,12,0,0.02,119,0,.,3.9,.,7.8
80,"Fort LeBoeuf
Middle School",2018-10-19,10:30:00,Clear,Clear,N/A,N/A,N/A,,N/A,17.5,8,.,12.5,0.1,0.11,102,7.5,.,9,189.5,8
80,"Fort LeBoeuf
Middle School",2018-10-19,12:20:00,Clear,Clear,N/A,N/A,N/A,,N/A,18.5,7.3,.,9.8,0.14,0,.,0,.,6.13,238.5,.
80,"Fort LeBoeuf
Middle School",2018-10-19,13:10:00,Clear,Clear,N/A,N/A,N/A,,N/A,20,7.6,.,12,0.1,0.08,68,0,.,4.2,262,8
84,"Lakeview
School District (",2018-10-19,14:15:00,Clear,"First frost of the
season, cool",N/A,N/A,Relative Depth= 10 cm,,N/A,13.5,7.5,.,10,0.2,.,.,5,.,.,237.5,8
59,"Union City High
School",2018-10-26,10:00:00,"Fast, a little high","Some rain, overcast",N/A,N/A,N/A,,N/A,7.5,7.1,90,13,0.05,0,136,0,.,4.6,.,8
1001,"North East
Middle School",2018-10-31,10:20:00,Clear,Rain,N/A,N/A,N/A,,N/A,15,.,120,.,0.1,0,102,0,.,.,171.35,7.8
1001,"North East
Middle School",2018-10-31,12:30:00,N/A,N/A,N/A,N/A,N/A,,N/A,22.5,7.9,170.8,.,0.1,.,51,5,.,.,115,7.5
1001,"North East
Middle School",2018-11-01,9:26:00,Clear,"Rainy, windy",N/A,N/A,N/A,,N/A,11,.,.,13.5,0,7.8,59.5,1.5,.,119.1,121,7.8
1001,"North East
Middle School",2018-11-01,12:24:00,clear and swift,"Rainy, mild",N/A,N/A,N/A,,N/A,.,.,.,10,0,0.2,76.5,1.5,.,6.6,.,7.5
1001,"North East
Middle School",2018-11-01,13:20:00,"Clear, swift","Rainy, mild",N/A,N/A,N/A,,N/A,.,.,.,11.5,0,0.2,51,5,.,8.8,.,7.3
80,"Fort LeBoeuf
Middle School",2018-11-02,10:20:00,fast and high,rain,N/A,N/A,N/A,,N/A,16,6.8,.,12,0.2,0.05,102,10,.,11.83,.,8.3
80,"Fort LeBoeuf
Middle School",2018-11-02,11:00:00,"High, fast",rain,N/A,N/A,N/A,,N/A,18.5,7.5,190,8,0.1,.,76.5,15,.,.,.,7.8
80,"Fort LeBoeuf
Middle School",2018-11-02,12:30:00,Fast,Rain,N/A,N/A,"Relative Depth= higher than
normal",,N/A,19,7.7,205,.,0.1,.,102,12.5,.,.,242.5,7.3
91,"Greenville
Elementary",2018-11-07,12:35:00,"higher than usual
and","cold, cloudy, windy,
and rainy 50-30 deg",N/A,N/A,N/A,,N/A,17,.,140,7.5,0.5,.,34,5,.,.,207,7.5
14,Learning Center,2018-11-09,12:45:00,low depth,cold and damp,,,N/A,,,8.5,7,375,13,0.06,0,137,2.5,.,6,327,7.5
84,"Lakeview
School District (",2018-11-12,14:15:00,clear,"unseasonably cold,
first light snow",N/A,N/A,Relative Depth= 14cm,,N/A,10,7.4,.,10,0.3,0.1,76.5,10,.,10.53,456,7.8
91,"Greenville
Elementary",2018-11-13,9:30:00,"Creek water was
high.","Snow flurries and
rain",N/A,N/A,N/A,,N/A,15.5,.,330,11.5,.,.,144.5,15,.,.,455.5,6.8
91,"Greenville
Elementary",2018-11-13,10:45:00,"Creek water was
high,","Snow flurries and
rain",N/A,N/A,N/A,,N/A,17,.,360,10,.,0,85,10,.,.,369,8.3
79,"Conneaut Area
Senior High",2018-11-13,13:45:00,slightly turbid,"light snow, cloudy",N/A,N/A,N/A,,N/A,7.1,8.6,160,10,0.22,0.01,59.5,10,.,15.8,.,.
15,"Conneaut Lake
Middle Schoo",2018-11-16,10:15:00,Slight yellow color,"Sleet, freezing rain",N/A,N/A,"Relative Depth: lower than
normal, Iron A=.02",,N/A,5,.,183,9.5,0.02,0.04,34,5,.,5.11,80,7.5
47,"Youngsville
High School",2018-12-04,9:15:00,"Hig depth, fast
moving","Rain/snow, cloudy",N/A,N/A,N/A,,N/A,8.5,7.5,180,11,.,.,34,5,.,.,308,7.5
47,"Youngsville
High School",2018-12-04,10:15:00,"Murky, fast, high","Rain/snow, cloudy",N/A,N/A,Relative depth- very high,,N/A,16,8.1,110,8.5,0,0,34,5,.,9.85,110.3,7
47,"Youngsville
High School",2018-12-04,12:15:00,"High, murky, fast",Snow/rain/cold,N/A,N/A,Relative depth- very,,N/A,20,6.5,245,.,0.1,0,25.5,7.5,.,.,334.5,7.2
1001,"North East
Middle School",2018-12-05,10:00:00,Clear,Snow,N/A,N/A,N/A,,N/A,17,7.6,115,15.5,0,.,119,17.5,.,.,170.3,7.3
1001,"North East
Middle School",2018-12-05,12:20:00,N/A,"Cold, snowy, flurries",N/A,N/A,N/A,,N/A,20,7.5,130,7.5,0.6,0.1,59.5,2.5,.,14.15,191.4,7.3
1001,"North East
Middle School",2018-12-05,13:20:00,N/A,"Clod, snowing",N/A,N/A,N/A,,N/A,22,7.1,715,11.5,0,0,136,5,.,7.25,168.35,7
1001,"North East
Middle School",2018-12-06,13:18:00,N/A,N/A,N/A,N/A,N/A,,N/A,24,7.5,.,7.5,4,.,.,5,.,.,172.25,.
80,"Fort LeBoeuf
Middle School",2018-12-07,9:17:00,Clear,Snowy,N/A,N/A,N/A,,N/A,17.5,7.3,370,11.5,0.55,0,68,15,.,10.45,581,7.5
80,"Fort LeBoeuf
Middle School",2018-12-07,10:30:00,Clear,Snowy,N/A,N/A,N/A,,N/A,14,7.5,450,12.5,.,0.02,110.5,17.5,.,.,504,7.5
80,"Fort LeBoeuf
Middle School",2018-12-07,12:30:00,Clear,Snowy,N/A,N/A,N/A,,N/A,16.5,7.8,547,12.5,.,0,102,15,.,.,540,7.5
80,"Fort LeBoeuf
Middle School",2018-12-07,13:00:00,Clear,Snowy,N/A,N/A,N/A,,N/A,17.5,7.7,.,14,0.26,0,187,15,.,5.8,400,7.5
84,"Lakeview
School District (",2018-12-10,8:00:00,"Clear, normal
flow, ic","Clear, colder than
average",N/A,N/A,Relative Depth= 15 cm,,N//A,6.5,7.1,135,13,0.2,0,59.5,5,.,5.4,202.75,7.3
91,"Greenville
Elementary",2018-12-11,9:15:00,"Low and lots of
ice on",30 degrees and dry,N/A,N/A,Relative Flow= Normal,,N/A,8.5,.,465,9,0.1,0,25.5,7.5,.,8.7,.,7.3
91,"Greenville
Elementary",2018-12-11,10:10:00,"Low, icey around
the e",30 degrees and dry,N/A,N/A,Relative Flow= Normal,,N/A,15,.,425,6,0,0,34,10,.,8.1,922,7.5
14,Learning Center,2018-12-11,13:00:00,N/A,N/A,N/A,N/A,N/A,,N/A,4.5,7.5,.,16.5,0,0,127.5,.,.,.,.,.
77,"Conneaut Area
Senior High",2018-12-11,13:50:00,"thin ice present,
some","cold, light snow",N/A,N/A,N/A,,N/A,3.9,8.8,120,10,0.02,0.03,42.5,10,.,15.62,.,.
91,"Greenville
Elementary",2018-12-11,13:50:00,"Low with ice
around th","30 degrees and
cloudy",N/A,N/A,Relative Depth=Normal,,N/A,20,.,360,.,0,10,68,5,.,.,.,7
15,"Conneaut Lake
Middle Schoo",2018-12-12,12:47:00,"Normal color,
velocity","Cloudy, cold, ~35°F,
wind chill 28°F",N/A,N/A,"Relative Depth: Normal, Iron
A= .02, B = .03",,N/A,5,.,140,11,0,0.29,51,5,.,7.61,147.75,7.5
15,"Conneaut Lake
Middle Schoo",2019-01-09,13:50:00,Very high,"Light snow, currently
31°F, 16°F wind ch",N/A,N/A,"Relative Depth: High, Iron
A= .04 mg/L",,N/A,6.5,.,41.7,10.5,0.1,0.03,.,12.5,.,12.65,90.35,6.8
14,Learning Center,2019-01-18,14:45:00,"Clear water that is
mo","Snowing/cold- 38.3
dg F",N/A,N/A,N/A,,N/A,2,7,745,16,2.4,2.5,102,101,.,84.5,.,.
1001,"North East
Middle School",2019-01-23,10:00:00,N/A,Cold and Rainy,N/A,N/A,N/A,,N/A,14.3,7.8,14.2,.,0.1,0,93.5,10,.,.,191,6.8
